uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253704933707	0.00669993310306	0.00860370902136	0.0408643994439	0.000580901738237	0.997023809524	0.222222222222	0.8	0.22754491018
1392518336	0.000287852896348	0.00285677229102	0.0175198178636	0.0137599920332	0.00245766120023	0.998511904762	0.222222222222	0.733333333333	0.952095808383
361208576	0.000152222960224	0.00196936393299	0.00712435056709	0.00218512886707	0.000625586487332	0.99751984127	0.333333333333	0.533333333333	0.77245508982
1535215357	0.000571617656324	0.00831433369285	0.170692900987	0.168863924499	0.00151928146923	0.998511904762	0.111111111111	0.733333333333	0.137724550898
4396196375	0.000299636348246	0.0033141289063	0.0336029598067	0.0519011195673	0.00167567809107	0.999503968254	0.111111111111	0.866666666667	0.946107784431
17938477	8.03198557898e-05	0.00170655453466	0.00496479599111	0.0154069778576	0.00125117297466	0.996031746032	0.333333333333	1.0	0.239520958084
720288026681716737	1.73144599307e-05	0.000238917634852	0.00871631825913	7.08586924465e-05	0.00194378658564	1.0	0.222222222222	0.8	0.51497005988
174004739	8.80151713146e-05	0.00641323194124	0.0512362950471	0.254624008457	0.000625586487332	0.997023809524	0.111111111111	0.8	0.0
53783678	0.000183966136764	0.00370322334021	0.0358678585083	0.133765890541	0.00118414585102	0.996527777778	0.333333333333	0.6	0.724550898204
257662370	0.000184687572594	0.00470326429751	0.0174825841641	0.0180383249771	0.000647928861879	0.99751984127	0.333333333333	0.933333333333	0.526946107784
4795355113	6.90173611128e-05	0.00138913539121	0.000703807736073	0.00079859661487	0.000178738996381	1.0	0.333333333333	0.933333333333	0.958083832335
1633971270	2.7414561557e-05	0.000201373435089	0.00696542623959	0.0113527115898	4.46847490951e-05	0.998511904762	0.222222222222	0.866666666667	0.479041916168
2803810119	1.39477593886e-05	0.00110584733846	0.00358260841137	0.0157344599227	6.70271236427e-05	0.999007936508	0.111111111111	0.666666666667	0.0
2244770588	0.0114022933002	0.0827644818218	0.0113344830373	0.00379955799497	0.00527280039323	0.998511904762	0.111111111111	0.933333333333	0.766467065868
102071251	8.36865563319e-05	0.00267246440127	0.00515187262805	0.00133482455771	0.000491532240046	0.997023809524	0.222222222222	0.4	0.622754491018
3358825450	8.2243684671e-05	0.000457356615288	0.00412567554191	0.0204187940234	0.0	0.999503968254	0.111111111111	0.8	0.11377245509
555940842	0.000104367716805	0.00141644026377	0.0385296139592	0.0237127656722	0.000111711872738	0.998015873016	0.111111111111	0.8	0.353293413174
2469354073	2.06811604728e-05	0.000153589908119	0.0001334964351	3.44717963253e-05	0.000268108494571	0.999007936508	0.222222222222	1.0	0.0
360464656	9.54700082292e-05	0.00281922809125	0.0743874829383	0.0251165338226	0.000312793243666	0.99751984127	0.222222222222	0.8	0.880239520958
77243076	2.16430749134e-05	0.0006450776141	0.0111964459072	7.6603991834e-06	0.000223423745476	0.996527777778	0.333333333333	0.8	0.305389221557
1731752761	3.60717915224e-06	0.000139937471842	4.26825336715e-05	0.000118736187343	0.0	0.998511904762	0.111111111111	0.733333333333	0.215568862275
2330149164	0.000105089152635	0.00161098748072	0.0232501750438	0.00278072490357	0.000268108494571	0.999007936508	0.111111111111	0.733333333333	0.14371257485
2830586398	4.11218423355e-05	0.00135841740959	0.00107796100996	0.00134823025628	6.70271236427e-05	0.999007936508	0.333333333333	1.0	0.497005988024
443273019	5.31457728429e-05	0.000576815432714	0.00979427926909	0.00500224066676	2.23423745476e-05	0.99751984127	0.222222222222	0.733333333333	0.874251497006
2591381383	0.00142772150845	0.00605826859803	0.00301592966645	0.000346633063049	0.00811028196077	0.999007936508	0.333333333333	1.0	0.934131736527
1093716612	3.75146631833e-05	0.000839624831051	0.00272532518188	0.00152824963709	0.000156396621833	0.998511904762	0.222222222222	1.0	0.437125748503
36620392	0.00012889653504	0.0042493207913	0.0292311785919	0.00988574514618	0.000670271236427	0.996527777778	0.222222222222	0.866666666667	0.179640718563
3437626995	4.08813637253e-06	0.000143350580911	5.9937174943e-05	2.29811975502e-05	0.0	0.999503968254	0.111111111111	1.0	0.131736526946
387962514	0.00012913701365	0.0129254440455	0.00123688533746	0.00571657289061	0.000201081370928	0.99751984127	0.222222222222	1.0	0.706586826347
2938363689	1.58715882698e-05	0.000477835269704	0.000412295112487	1.14905987751e-05	6.70271236427e-05	0.999007936508	0.111111111111	0.733333333333	0.958083832335
20930398	0.000251059668996	0.00515720780373	0.0716231077788	0.000903927103641	0.00326198668394	0.996527777778	0.222222222222	0.333333333333	0.844311377246
143697407	0.000114467818431	0.00014676368998	0.0215283434727	0.0118793640337	0.000134054247285	0.997023809524	0.222222222222	0.666666666667	0.0
2291500309	1.20239305075e-06	0.000105806381149	7.2651121143e-06	1.91509979585e-06	0.0	0.999007936508	0.222222222222	0.8	0.137724550898
352663209	4.88171578603e-05	0.000539271232952	0.00951911314776	0.00423428564863	4.46847490951e-05	0.99751984127	0.111111111111	0.6	0.215568862275
14616266	0.000626687258048	0.0110175160757	0.0836495927451	0.020656266398	0.0092050583136	0.996031746032	0.111111111111	0.8	0.952095808383
2277153890	0.000182042307883	0.00317419143446	0.00539162132783	0.00733483221811	0.00176504758926	0.999007936508	0.222222222222	0.733333333333	0.604790419162
455246957	8.58508638232e-05	0.00156320395375	0.00806155002983	0.0219068265647	0.000647928861879	0.998015873016	0.111111111111	0.4	0.910179640719
1400974436	0.000111101117889	0.00291479514519	0.00333196204342	0.00694606695955	0.000178738996381	0.998511904762	0.222222222222	1.0	0.455089820359
449119247	0.000157273011037	0.00100686717545	0.037497968039	0.073001689118	0.00082666785826	0.99751984127	0.222222222222	0.933333333333	0.730538922156
330816423	5.98791739271e-05	0.00204786544159	0.00815962904338	0.00509416545696	6.70271236427e-05	0.99751984127	0.222222222222	0.6	0.766467065868
29204608	9.45080937886e-05	0.00411620953759	0.00877262287802	0.00995277363903	0.000178738996381	0.996527777778	0.222222222222	0.866666666667	0.0
2733660094	3.15026979295e-05	0.00113656532008	0.000909047153302	0.00769295587993	2.23423745476e-05	0.999007936508	0.222222222222	0.933333333333	0.604790419162
4756963587	1.56311096597e-05	0.000143350580911	0.00248648462112	0.00877881746418	0.000111711872738	1.0	0.222222222222	0.866666666667	0.0
22045364	7.69531552477e-05	0.000788428195011	0.00180992105548	0.00263900751868	0.000379820367309	0.996527777778	0.222222222222	0.733333333333	0.724550898204
4136625193	8.68127782638e-05	0.00307862438052	0.000149842937357	0.000166613682239	4.46847490951e-05	0.999503968254	0.222222222222	0.933333333333	0.88622754491
372046661	5.69934306053e-05	0.00496948680492	0.0107205810637	0.0168892650996	0.000335135618214	0.99751984127	0.111111111111	0.733333333333	0.934131736527
849310634	0.000120960740905	0.0013345256461	0.0108459042476	0.00214682687115	4.46847490951e-05	0.998015873016	0.111111111111	0.933333333333	0.461077844311
24036997	0.000449454522369	0.00620844539708	0.0583034328563	0.000120651287139	0.00113946110193	0.996527777778	0.222222222222	0.533333333333	0.22754491018
1141088486	5.12219439618e-05	0.000928365666853	0.00581935480356	0.000813917413236	0.0	0.998511904762	0.111111111111	0.733333333333	0.0
3014684283	0.00406793616928	0.0207380507051	0.0391934635786	0.0296380844406	0.00109477635283	0.999503968254	0.333333333333	0.866666666667	0.359281437126
3293949957	0.000111582075109	0.000948844321269	0.0188266299052	0.0338762002888	0.000268108494571	0.999503968254	0.111111111111	0.866666666667	0.712574850299
727272715665690624	1.2985844948e-05	0.000191134107882	0.0010870424001	0.000792851315482	2.23423745476e-05	1.0	0.111111111111	0.666666666667	0.706586826347
2752545437	8.53699066029e-05	0.000607533414338	0.0374071541375	0.0853828092982	0.000357477992761	0.999007936508	0.111111111111	0.733333333333	0.0658682634731
14368656	0.000212583091372	0.00111949977473	0.0295372214397	0.0373214648215	0.000580901738237	0.996031746032	0.222222222222	0.4	0.0718562874251
20405419	0.000165689762393	0.00508894562235	0.0589727313098	0.00275965880582	0.000178738996381	0.996527777778	0.222222222222	1.0	0.706586826347
2682726528	4.40075856573e-05	0.000832798612912	0.00554418868223	0.014859259316	4.46847490951e-05	0.999007936508	0.111111111111	0.533333333333	0.796407185629
717841856785088512	8.7053256874e-05	0.00335508621514	0.00442263699958	0.0137504165342	6.70271236427e-05	1.0	0.111111111111	0.866666666667	0.251497005988
2889092479	1.17834518973e-05	0.000119458817426	0.00310311101182	0.00264283771827	0.0	0.999007936508	0.111111111111	0.666666666667	0.269461077844
3182191980	3.53503556919e-05	0.00304108018076	0.0526756953847	3.06415967336e-05	0.000670271236427	0.999503968254	0.333333333333	1.0	0.419161676647
2582869146	5.79553450459e-05	0.00361789561347	0.00255277876916	0.000398340757537	2.23423745476e-05	0.999007936508	0.222222222222	0.666666666667	0.0419161676647
3092469172	3.77551417934e-05	0.000604120305268	0.0124769219173	0.00661666979466	0.000379820367309	0.999503968254	0.333333333333	0.6	0.616766467066
2826839454	4.56909359283e-06	0.00139596160935	0.000683828677759	0.00129843766159	0.000402162741856	0.999007936508	0.111111111111	1.0	0.670658682635
2660374267	9.37866579581e-06	0.000187720998812	0.00385414197664	0.000373444460191	0.000245766120023	0.999007936508	0.222222222222	0.6	0.0
261625073	0.00173962226582	0.00905839146996	0.0257066910774	0.007570389493	0.0176057911435	0.99751984127	0.111111111111	0.666666666667	0.221556886228
233499930	0.000760874322512	0.0100208882275	0.158459360325	3.44717963253e-05	0.00236829170204	0.99751984127	0.222222222222	0.866666666667	0.299401197605
2664749580	0.000119277390634	0.00432099608175	0.00299867502518	0.00754740829545	0.000580901738237	0.999007936508	0.333333333333	1.0	0.74251497006
106594321	1.08215374567e-05	0.000433464851803	0.00110066448532	0.000210660977544	8.93694981903e-05	0.997023809524	0.222222222222	0.4	0.365269461078
722573847430504448	0.000155108703546	0.00259396289268	0.0283675383893	0.0	0.0122883060012	1.0	0.222222222222	0.8	0.263473053892
3742834517	1.99597246424e-05	0.000853277267328	0.00414747087825	0.00282668729868	0.0	0.999503968254	0.111111111111	0.666666666667	0.532934131737
735391716887429120	2.47692968454e-05	0.000641664505031	0.000134404574115	0.00102840859037	0.000111711872738	1.0	0.111111111111	1.0	0.694610778443
241331375	0.000165930241003	0.00352232855953	0.0150869134444	0.0078461638636	0.000111711872738	0.99751984127	0.333333333333	1.0	0.473053892216
442382315	5.50696017241e-05	0.00101369339359	0.000735592601573	0.0156291294339	0.0	0.99751984127	0.222222222222	0.933333333333	0.14371257485
16536054	5.07409867415e-05	0.00245402542084	0.00166189439615	0.000270029071215	0.000111711872738	0.996031746032	0.222222222222	0.533333333333	0.550898203593
81324827	0.000170980291816	0.00064849072317	0.00495389832294	0.00626429143223	0.000781983109165	0.996527777778	0.222222222222	0.533333333333	0.359281437126
583117972	0.000749571827835	0.0100140620094	0.148330885899	0.0363754055224	0.0064346038697	0.998015873016	0.555555555556	0.666666666667	0.850299401198
15800855	0.000650494640453	0.00483978866029	0.0538562761033	0.130916222044	0.00283748156754	0.996031746032	0.444444444444	0.933333333333	0.712574850299
705726066	0.00306009031415	0.039493085041	0.0246396277357	0.000164698582443	0.0118638008848	0.998015873016	0.111111111111	1.0	0.646706586826
68857077	1.20239305075e-05	0.000583641650853	0.00389046753721	0.000829238211603	0.0	0.996527777778	0.222222222222	0.733333333333	0.568862275449
197516080	0.000147653866632	0.00099321473917	0.00567132814423	0.00683690627119	0.000781983109165	0.997023809524	0.222222222222	0.8	0.820359281437
8685682	3.82360990137e-05	0.000201373435089	0.00318665980114	6.31982932631e-05	0.000223423745476	0.995535714286	0.222222222222	0.4	0.0
